User_ID,Age,Skin_Type,Skin_Tone,Climate,Diet,Hormonal_Status,Budget_Level,Acne_Severity,Dryness_Severity,Pigmentation_Severity,Aging_Severity,Sensitivity_Severity,image_id,gender,match_score
164,38,Normal,Fair,summer,Junk_Food,Teen,Low,9.834,5.611,2.521,2.014,0,H0_64403_P1_L2,,0.914399981
12887,31,Sensitive,Very_Fair,Dry,Junk_Food,Teen,Low,7.484448819,0,0,0,7.841478982,,,
3529,24,Sensitive,Dusky,winter,High_Dairy,PCOS,High,0,3.628406464,3.470564498,0,7.838447531,,,
3751,25,Sensitive,Medium,Temperate,Balanced,Teen,High,3.119912932,0,0,0,7.838438978,,,
165,19,Sensitive,Dusky,summer,Junk_Food,Teen,Low,6.436322359,0,3.878366592,0,6.594647518,,,
11862,28,Sensitive,Fair,Dry,Vegan,Pregnant,Low,0,0,0,0,7.837371871,,,
9145,48,Sensitive,Medium,winter,High_Sugar,Pregnant,Low,2.172078984,3.062047458,0,3.9,7.833096772,,,
5516,24,Sensitive,Deep,Dry,High_Dairy,PCOS,Medium,0,0,4.92227107,0,7.828011834,,,
5972,27,Sensitive,Dusky,Temperate,Junk_Food,PCOS,Low,3.707647776,0,5.456390826,0,7.826992474,,,
5818,44,Sensitive,Dusky,Temperate,Vegan,Teen,High,4.860342464,0,5.440658069,2.7,7.826073665,,,
2254,24,Sensitive,Deep,Dry,Junk_Food,PCOS,Medium,3.376212105,0,4.406913776,0,7.82520751,,,
788,33,Sensitive,Deep,Dry,Vegan,Pregnant,Low,0,0,5.008719736,0,7.823775028,,,
168,36,Combination,Medium,summer,High_Sugar,Pregnant,Medium,2.330607198,0,0,0.3,0,,,
14922,42,Sensitive,Medium,Dry,High_Dairy,Pregnant,Medium,0,0,0,2.1,7.82143985,,,
10494,41,Sensitive,Fair,Dry,Junk_Food,PCOS,Medium,3.488825731,0,0,1.8,7.818666664,,,
1507,28,Sensitive,Dusky,winter,Junk_Food,Teen,Low,7.665942218,3.450066177,5.931963449,0,7.818451349,,,
3469,26,Sensitive,Very_Fair,Temperate,Vegan,PCOS,High,0,0,0,0,7.817599587,,,
174,30,Oily,Very_Fair,summer,High_Dairy,Teen,Medium,9.981156336,0,0,0,0,,,
552,41,Sensitive,Medium,Temperate,Junk_Food,Pregnant,High,2.707788762,0,0,1.8,7.816777807,,,
13280,48,Sensitive,Medium,winter,High_Sugar,Pregnant,Low,3.941934036,2.438844418,0,3.9,7.816503096,,,
175,43,Oily,Dusky,summer,Balanced,Stable,Medium,8.107189726,0,3.758537136,2.4,0,,,
2371,31,Sensitive,Medium,Dry,High_Sugar,PCOS,Medium,2.488777238,0,0,0,7.8138335,,,
177,34,Oily,Fair,summer,High_Sugar,Stable,High,8.700974904,0,0,0,0,,,
3343,41,Sensitive,Deep,winter,Junk_Food,Teen,High,8.227473009,2.847043457,5.368632636,1.8,7.812808218,,,
1720,46,Sensitive,Medium,Dry,Junk_Food,PCOS,Low,2.580748263,0,0,3.3,7.812713153,,,
11910,18,Sensitive,Medium,Temperate,Vegan,Pregnant,High,0,0,0,0,7.812210039,,,
10999,34,Sensitive,Fair,Dry,Junk_Food,Teen,High,5.949538623,0,0,0,7.811979662,,,
11470,21,Sensitive,Dusky,Dry,Junk_Food,Teen,Medium,5.953256004,0,4.145513166,0,7.811469527,,,
6672,45,Sensitive,Fair,Temperate,Junk_Food,Teen,Low,5.744504809,0,0,3,7.810471706,,,
182,34,Oily,Fair,summer,High_Dairy,PCOS,Medium,7.362606065,0,0,0,0,,,
751,20,Sensitive,Deep,Dry,Balanced,Pregnant,Low,0,0,4.246035819,0,7.810192273,,,
2984,40,Sensitive,Very_Fair,Dry,Junk_Food,Stable,Medium,2.33930301,0,0,1.5,7.809910129,,,
4512,27,Sensitive,Very_Fair,winter,High_Sugar,Pregnant,Medium,3.876377514,2.93684441,0,0,7.809902888,,,
7671,35,Sensitive,Dusky,Dry,Balanced,PCOS,High,0,0,4.777220395,0,7.809176951,,,
4310,22,Sensitive,Dusky,Temperate,Junk_Food,PCOS,Medium,3.650542733,0,4.041021147,0,7.808845061,,,
193,44,Combination,Deep,summer,High_Sugar,PCOS,High,2.389437531,0,4.924715753,2.7,0,,,
4857,44,Sensitive,Medium,Temperate,Balanced,Teen,Medium,3.11178879,0,0,2.7,7.806977638,,,
8359,32,Sensitive,Deep,Temperate,Vegan,Stable,Medium,0,0,3.123930438,0,7.806666323,,,
3795,43,Sensitive,Fair,winter,High_Sugar,Teen,High,5.407960148,2.464771089,0,2.4,7.805875413,,,
1248,16,Sensitive,Dusky,winter,High_Dairy,PCOS,Low,0,2.508357207,4.962886509,0,7.805566702,,,
4739,33,Sensitive,Dusky,Dry,High_Sugar,Pregnant,Low,3.585243065,0,5.720643285,0,7.805149556,,,
12653,43,Sensitive,Very_Fair,Temperate,Balanced,Teen,High,4.237707491,0,0,2.4,7.803936743,,,
10864,30,Sensitive,Dusky,Dry,Balanced,Stable,Medium,0,0,5.220679038,0,7.803769488,,,
13070,32,Sensitive,Very_Fair,Dry,Balanced,Teen,Medium,3.812593674,0,0,0,7.803070679,,,
194,49,Oily,Very_Fair,summer,Junk_Food,Teen,Medium,10,0,0,4.2,0,,,
11141,21,Sensitive,Fair,Dry,High_Sugar,Stable,Low,2.49918045,0,0,0,7.802921207,,,
944,22,Sensitive,Deep,Temperate,Vegan,Teen,High,2.734071782,0,5.005753927,0,7.802598725,,,
12759,41,Sensitive,Fair,winter,High_Sugar,Teen,Low,4.711698644,2.42713702,0,1.8,7.802170107,,,
3994,15,Sensitive,Very_Fair,winter,Vegan,Stable,High,0,2.424787388,0,0,7.798126265,,,
9494,37,Sensitive,Deep,winter,Junk_Food,Teen,Medium,6.827995682,2.577579723,3.124130558,0.6,7.797939415,,,
1854,17,Sensitive,Very_Fair,winter,Junk_Food,Teen,High,8.002890303,3.321874536,0,0,7.796366182,,,
8593,15,Sensitive,Deep,winter,High_Dairy,PCOS,Medium,0,2.356060117,4.500187273,0,7.79484079,,,
14272,32,Sensitive,Fair,winter,Vegan,PCOS,High,0,2.445503212,0,0,7.794573503,,,
12501,41,Sensitive,Very_Fair,Temperate,High_Sugar,Pregnant,High,2.480669293,0,0,1.8,7.793920809,,,
4177,49,Sensitive,Fair,winter,Balanced,PCOS,High,0,2.6682541,0,4.2,7.793193575,,,
197,40,Dry,Dusky,summer,High_Sugar,Stable,High,2.194,6.83325,2.850439883,1.61435709,0,140,1,0.995599985
14999,32,Sensitive,Dusky,Dry,High_Sugar,Pregnant,Medium,3.016537237,0,5.061489134,0,7.792673033,,,
13617,19,Sensitive,Deep,winter,High_Dairy,Teen,Medium,4.59930279,3.039058267,4.598007336,0,7.792196535,,,
14890,48,Sensitive,Medium,winter,High_Dairy,Teen,Medium,2.647723778,3.797486238,0,3.9,7.791642497,,,
6175,15,Sensitive,Deep,winter,Balanced,Teen,Low,4.045402164,2.740955708,4.144812678,0,7.790279025,,,
8354,17,Sensitive,Medium,Dry,High_Sugar,PCOS,Low,2.049019755,0,0,0,7.789405446,,,
13304,48,Sensitive,Dusky,winter,Junk_Food,PCOS,Low,2.216740531,3.533628471,5.600431069,3.9,7.788488282,,,
207,17,Normal,Dusky,summer,Vegan,PCOS,Medium,0,0,4.792796073,0,0,,,
11013,27,Sensitive,Dusky,Temperate,Junk_Food,PCOS,High,3.910987706,0,4.750854135,0,7.787253145,,,
211,38,Sensitive,Deep,summer,Vegan,Pregnant,High,0,0,5.727834392,0.9,6.312411161,,,
213,22,Dry,Deep,summer,Junk_Food,PCOS,Medium,3.212119001,7.752796324,4.417179068,0,0,,,
225,47,Oily,Medium,summer,Vegan,PCOS,Low,5.284310457,0,0,3.6,0,,,
226,18,Combination,Dusky,summer,Junk_Food,Pregnant,High,2.00376869,0,5.879953185,0,0,,,
227,47,Sensitive,Dusky,summer,High_Sugar,Teen,Medium,7.171834827,0,5.737791474,3.6,6.299463797,,,
7049,33,Sensitive,Dusky,Temperate,Vegan,PCOS,Medium,0,0,5.908250504,0,7.778486169,,,
11665,38,Sensitive,Deep,Temperate,Balanced,Pregnant,Low,0,0,5.956616357,0.9,7.777783009,,,
228,28,Sensitive,Very_Fair,summer,Junk_Food,Stable,Low,2.881306564,0,0,0,5.500944713,,,
12513,16,Sensitive,Very_Fair,Temperate,High_Sugar,Stable,Medium,3.24090323,0,0,0,7.776902031,,,
7580,38,Sensitive,Very_Fair,winter,High_Dairy,Stable,Medium,0,2.820216003,0,0.9,7.775995907,,,
230,34,Oily,Very_Fair,summer,Junk_Food,PCOS,Medium,10,0,0,0,0,,,
231,22,Combination,Deep,summer,High_Dairy,Teen,Medium,2.540807742,0,4.679376044,0,0,,,
11284,45,Sensitive,Dusky,Temperate,Balanced,PCOS,Low,0,0,5.403890704,3,7.775061296,,,
233,17,Combination,Fair,summer,High_Sugar,PCOS,High,2.363738895,0,0,0,0,,,
7619,44,Sensitive,Deep,Temperate,High_Dairy,Teen,Medium,2.717627216,0,5.962673943,2.7,7.772950415,,,
13628,43,Sensitive,Deep,Temperate,Balanced,PCOS,High,0,0,5.885745632,2.4,7.770977247,,,
